text,label_ternary,label_original,dataset_name
তার কষ্ট দেখে নিজের কষ্ট বেড়ে গেলো ভাই,2,Sarcastic,banglasarc3
পৃথিবীর একমাত্র নির্লজ্জ্ব প্রানী মনু মিয়া,0,Non-Sarcastic,banglasarc3
জনগনকে সচেতন হতে হবে নাহলে এইসব উদ্যোগ মুখ থুবড়ে পড়বে যেখানে সেখানে উঠানামা না করলে যানজট কমে আসবে আশা করা যায়,1,Neutral,banglasarc3
আপন জন হারানোর বেদনা নিয়ে ও আসতে হইলো,2,Sarcastic,banglasarc3
তে তো আমি রাজি,2,Sarcastic,banglasarc3
জায়গাটার প্রেমে পড়ে গেলাম,0,Non-Sarcastic,banglasarc3
সত্যি বলতে এখনি মোবাইল থেকে সেসব অ্যাপ ডিলিট করে দিলাম যেগুলো আমার বাড়িয়ে দিচ্ছে ইনশাআল্লাহ সামনে এগুতে পারবো,1,Neutral,banglasarc3
খনি সিলেট যাওয়ার প্লান করি তখনি বন্যা হয়ে যায়,0,Non-Sarcastic,banglasarc3
এই পোস্ট থেকেই বোঝা গেল যে আওয়ামী লীগ সবসময় ভারতের দালাল,0,Non-Sarcastic,banglasarc3
বাহ যাই হয়ে যাক না কেন ফিল্টার সরানো যাবে না,2,Sarcastic,banglasarc3
পৃথিবীর অন্য দেশ গুলিতে যা সম্ভব না সে কাজ গুলি আমার সোনার দেশে সম্ভব সোনার মানুষদের দ্বারা,2,Sarcastic,banglasarc3
এইটা কোন সমস্যা না ভাই এটা নারীর প্রতি পুরুষ এর ভালবাসা,1,Neutral,banglasarc3
ইশরে ভাই একটুর জন্য অক্সফোর্ডে চান্স পেয়ে যেতেন,2,Sarcastic,banglasarc3
ওখানে ক্যাপ্টেন থাকবে বুবলি আম্পেয়ার থাকবে অপু বিশ্বাস,2,Sarcastic,banglasarc3
ড্রাইভার গাড়ির দরজা খুলে দেওয়ার একটি বিশেষ মুহূর্ত,0,Non-Sarcastic,banglasarc3
দৌড়ে চলে আসি,1,Neutral,banglasarc3
একদম অযৌক্তিক কথাবার্তা,0,Non-Sarcastic,banglasarc3
এই কেমিক্যাল আমদানি উৎপাদন বন্ধ করতে হবে তাহলে কৃষকরা মেশানোর সুযোগ পাবে না এটা যথাযথ কর্তৃপক্ষের দৃষ্টিতে আনা প্রয়োজন,0,Non-Sarcastic,banglasarc3
তবে এখন মূলধারায় সামাজিক যোগাযোগমাধ্যমে প্রাপ্ত নিম্নমানের কনটেন্ট বোঝাতে শব্দটি ব্যবহার করা হচ্ছে,1,Neutral,banglasarc3
নীচে মটর দেখাই যাচ্ছে পরিদর্শকরা কি হিসাবে লেখছে জানিনা,1,Neutral,banglasarc3
আমিতো আজকাল মৃত্যু ছাড়া সামনে আর কিছুই দেখতে পাচ্ছিনা,0,Non-Sarcastic,banglasarc3
আল্লাহ আমাদের সবাইকে কোরআন অনুযায়ী জীবন গড়ার তাওফিক দিক,1,Neutral,banglasarc3
আর এই গ্রো সেইসব নারীরা পায় যাদের চরিএের দাগ বেশি আর স্বভাবের অশান্তি বেশি,2,Sarcastic,banglasarc3
পরিবেশবান্ধব উদ্যোগগুলো আরও বেশি প্রচার করা উচিত,1,Neutral,banglasarc3
সামাজিক ও সাংস্কৃতিক প্রভাব ব্যক্তির অতীতের প্রতি দৃষ্টিভঙ্গি নির্ধারণে ভূমিকা রাখে,1,Neutral,banglasarc3
একবার বাসে ঝগড়া লাগছে তুমুল ঝগড়া কন্ডাক্টর বলে আমি কি হ্যাঁ পিছন থেকে একজন বলে তুই আওয়ামী লীগ,2,Sarcastic,banglasarc3
আজকালকার যেই যুগ মা বাবার সন্দেহ না করাটাই বরং খারাপ,0,Non-Sarcastic,banglasarc3
কি বলব বুঝতে পারছি না মানুষ এতো সুন্দর করে কথা বলতে পারে সত্যি আগে জানতাম না,1,Neutral,banglasarc3
আমরা ও ডায়নোসর দেখিনি কিন্তু ২৪ সালের নব্য রাজাকারদের দেখেছি,2,Sarcastic,banglasarc3
আপনাদের বড় মাপের সাংবাদিক মনে করতাম কিন্তু আমি ভুলেই গেছিলাম আপনারা শেখহাসিনার বাংলাদেশের মানুষ উনারও এমন অভ্যাস ছিলো ব্যাক্তিগত জীবন মানুষের একান্ত নিজের,0,Non-Sarcastic,banglasarc3
এদের দ্রুতই আইনের আওতায় আনা উচিত,0,Non-Sarcastic,banglasarc3
রেলওয়ের বেতন কাঠামো কর্মচারীদের মানসিক স্থিতিশীলতা বৃদ্ধিতে সহায়ক,1,Neutral,banglasarc3
তোর বাটন ফোনের পিকটা মনে হয় আমিই তুলছিলাম,2,Sarcastic,banglasarc3
বেক্সিমকো ফার্মা এবং সাইন পুকুর সিরামিকসের অবিক্রিত শেয়ার বিক্রি করে প্রভিডেন্ট ফান্ড গ্র্যাচুইটি এবং সার্ভিস বেনিফিটের সমস্ত টাকা ফ্রেব্রুয়ারির মধ্যে পরিশোধ করবে,1,Neutral,banglasarc3
তোর বাপে তোরে জন্ম দিছে নাকি গাছ ফেরে হইছস তা জানছ নাকি সেইটাও জানছ না ভন্ড হালায় পাগল,0,Non-Sarcastic,banglasarc3
তুমি কি আমার খামারের রাখাল হবে নাকি সেফুদার মতো নিজের গর্জন করে যাবে হিরো সে আসলেই হিরো সুবর্ণ তোমার সন্তান আর হিরোর বাবা কি ছিলো যোগ্যতার ভাব করিসনে খোকা পাগল হতে বেশি সময় লাগবে না,2,Sarcastic,banglasarc3
সন্তানের প্রতি মায়ের ভালোবাসা চিরন্তন,0,Non-Sarcastic,banglasarc3
জ্বি আপনারা যারা হিযু আর শিবির সবাই সাধারন মানুষ আর আমরা সাধারন মানুষরা তো বলদা,1,Neutral,banglasarc3
বিয়ে না করেই ভালো আছি,0,Non-Sarcastic,banglasarc3
নির্জনা তোর প্রতি প্রত্যাশা ক্রমবর্ধমান উপযোগ বিধি মেনে চলে আরো উচ্চে দেখতে চাই দোয়া রইল,1,Neutral,banglasarc3
এমন গার্লফ্রেন্ড কোথায় পাওয়া যাবে,2,Sarcastic,banglasarc3
ক্লাস ৫ এ থাকাকালীন একরাতে ৫৫০ শব্দের ফুটবলের রচনা এক রাতে শিখেছিলাম কোন পড়া ২ বার পড়লে চোখে ভাসতো আর এখন ১০ টা শব্দও মনে রাখতে পারি না,1,Neutral,banglasarc3
একজন স্ত্রী বা প্রেমিকার সান্নিধ্যে জীবন হয়ে ওঠে আরও সুন্দর এবং অর্থপূর্ণ,1,Neutral,banglasarc3
আবার উল্টো দিকটাও কিন্তু হয় ছাত্রছাত্রী রাও শিক্ষক শিক্ষিকাদের ভয়েস শুনে না দেখেই বুঝে যায় কোন শিক্ষক শিক্ষিকা ডাকছে বা কথা বলছে,1,Neutral,banglasarc3
এই পর্বতগুলোর আবিষ্কার কি মহাদেশীয় গতিবিধির উপর নতুন কিছু ধারণা দেবে,1,Neutral,banglasarc3
হ এইটাই রিয়েলিটি রিয়েলিটি মাইনা নেও,2,Sarcastic,banglasarc3
নাটক কম করো প্রিও,2,Sarcastic,banglasarc3
আচ্ছা এই ভিডিওটা কপিরাইট কেন খাইনি,2,Sarcastic,banglasarc3
দিন্দাডের খবর কি বস,0,Non-Sarcastic,banglasarc3
একটা মানুষ কতটা বেকার হলে এইসব জিনিস নিয়া ও চিন্তা ভাবনা করে আমার মাথায় ই আসেনা,0,Non-Sarcastic,banglasarc3
ভাই তুই গান গাইতাছোস আর লজ্জা করতেছে আমার,2,Sarcastic,banglasarc3
কথাটা হাস্যকর হলেও যুক্তি আছে,0,Non-Sarcastic,banglasarc3
চলচ্চিত্রের শেষে হরিশচন্দ্রের সত্য রক্ষার নীতিতে মুগ্ধ দেবতারা তাকে তাঁর পূর্ব গৌরব ও পরিবারকে ফিরিয়ে দেন,1,Neutral,banglasarc3
ফ্যানের পাখায় আমার একটা চুল ঝুলতে ছিলো ওইটা দেখে আমি আরো হতাশ,2,Sarcastic,banglasarc3
ছাত্রদের প্রতি কোচিং সেন্টারগুলির আচরণ সবসময় সঠিক না হওয়ায় কিছু ছাত্র মানসিকভাবে ক্ষতিগ্রস্ত হয় তাদের উপর চাপ তৈরি করা অবহেলা বা অন্য কোনো অসামঞ্জস্যপূর্ণ আচরণ তাদের আত্মবিশ্বাসকে ক্ষতিগ্রস্ত করতে পারে,1,Neutral,banglasarc3
সাধারণ জনগনের জায়গা মতো বাঁশ জনগণই হিসাব বুঝে নিবে,1,Neutral,banglasarc3
বিশ্ববিদ্যালয় সাম্যের জায়গা,0,Non-Sarcastic,banglasarc3
ভুইলা দেখতে চাই ভাই সব কিছু স্মৃতিশক্তি দিয়ে কি হবে শুধু দুঃখ আর দুঃখ এত দুঃখ নিয়ে বেঁচে থাকতে ভালো লাগে না কিছু ভুলে যেতে পারলে ভালো,1,Neutral,banglasarc3
চলচিত্রের সাথে জড়িত যারা এদের কথায় বিশ্বাস করতে নাই কোন একটা বিষয় নিয়ে লাইভে আসবে সিরিয়াস হয়ে দুই দিন পরে শুনি সেটা অভিনয় প্রচার প্রচারনা চালাচ্ছে,0,Non-Sarcastic,banglasarc3
এই প্রতিবেদনে কিছু অস্পষ্টতা রয়েছে বিশেষ করে ক্ষুদ্র ঋণ কার্যক্রমে ঋণ গ্রহীতা বা তার স্বামী অভিভাবক কেউ মারা গেলে ঋণ মওকুফ করে তার সঞ্চয়ের টাকাটা ফেরত দিয়ে থাকেন এইখানে কোন প্রতিষ্ঠান থেকে কত টাকা ঋণ নিয়েছে কে নিয়েছে কবে নিয়েছে কোনকিছুই উল্লেখ নেই এমনকি যে প্রতিষ্ঠানের দায়ের করা মামলায় জেলে সেই প্রতিষ্ঠানের সংশ্লিষ্ট কর্তৃপক্ষের কোন বক্তব্যও নেই,0,Non-Sarcastic,banglasarc3
আমাদের সমস্যাটা হলো হিংসা তাই ইচ্ছা থাকলেও কেউ হেল্প করবে না আর যদি দেখে পরিচিত কেউ তাহলে তো আর কথাই নেই,0,Non-Sarcastic,banglasarc3
কেন্দ্র থেকে প্রতিটা ওয়ার্ড পর্যায়ে চিরুনী অভিযান চালানো হউক আওয়ামিলীগ এর কোনো কর্মি দেশের নিরাপত্তার জন্য বিপজ্জনক,0,Non-Sarcastic,banglasarc3
জাফর ইকবালের দাদাও দেখি লাইভে আসছে,1,Neutral,banglasarc3
একটুকু জায়গায় বেশি গাছ লাগালে গাছগুলো প্রয়োজনীয় পুষ্টি পায় না,1,Neutral,banglasarc3
নিজের পছন্দমতো জীবনযাপন করার সাহস রাখুন,0,Non-Sarcastic,banglasarc3
শাওন এখন উলটাপাল্টা পোস্ট কম দিবে যেদিকেই হোক সমন্বয়ক হইসে তো এখন,2,Sarcastic,banglasarc3
সবচেয়ে সুন্দর হইতো ধুলা রঙের বাস নামাইলে তাইলে পরিষ্কার করার ঝামেলা থাকত না,2,Sarcastic,banglasarc3
মনের কথা কেমনে কইলেন,2,Sarcastic,banglasarc3
সে ব্যক্তিকে ভয় পাওয়ার দরকার নেই যার কাছে অনেক বই আছে সে বইগুলো পড়ে বরং সেই ব্যক্তিকে ভয় করো যে একটি বইকে পবিত্র মনে করে কিন্তু তা পড়ে না,0,Non-Sarcastic,banglasarc3
আমার কাছে কুরআানের সবচেয়ে কষ্টদায়ক আয়াত হলো সূরা কাসাস,2,Sarcastic,banglasarc3
জীবনে আর কত গান যে শুনতে হবে,2,Sarcastic,banglasarc3
সারাজীবন স্বামীর মাথা খাইছে এবার স্বামী এক্কেবারে স্ত্রীর সব খাবে,2,Sarcastic,banglasarc3
ফেসবুক থেকে দুজনের পরিচয়,2,Sarcastic,banglasarc3
গানের ভোকালিস্ট পিয়াল ভাই কবর থেকে উঠে আসবে,2,Sarcastic,banglasarc3
জুনায়েদরা সরে গেলে জানাক একবছরের মধ্যে জুনায়েদ সাকি বা মান্না মার্কা দলে পরিণত হবে,1,Neutral,banglasarc3
চাচি বৃদ্ধ হলেও চাচীর মন কিন্তু এখনো কিশোরের মতই আছে কত সুন্দর বাচ্চাদের সাথে খেলাধুলা করছে খুব সুন্দর লাগলো,0,Non-Sarcastic,banglasarc3
অক্সিজেনের কারখানা বললে ভুল হবে না সবাই গাছ লাগানোর উদ্যোগ নিক,0,Non-Sarcastic,banglasarc3
আমার আর জানা হলো না ওর ফোন কেনো ওয়েটিং ছি,1,Neutral,banglasarc3
নির্বাচন কমিশনার গন সবাইকে বরখাস্ত করা হোক,0,Non-Sarcastic,banglasarc3
আহ কতশত আহাজারি কত বুঝানোর ব্যর্থ চেষ্টা ভালবাসার মানুষগুলো যেন বুঝে দুনিয়াটা ক্ষনিকের এখানে সবদিক দিয়ে কেউ পরিপূর্ণ নয়,2,Sarcastic,banglasarc3
যতদিন বাঁচবেন ততদিন আপনার এই সতেজ ও প্রাণবন্ত হাসি বজায় থাকুক জনাব,2,Sarcastic,banglasarc3
মহান আল্লাহ পাক রাব্বুল আলামীন আপনার দীর্ঘ নেক হায়াত দান করুক,1,Neutral,banglasarc3
মা সন্তানের সম্পর্ক খুবই গভীর,1,Neutral,banglasarc3
আমাদের দেশে নাস্তিকরা এতোটা ভয়ানক না আস্তিকরা যে পরিমাণ ভয়ানক সাফার যদি পরকালে বিশ্বাস নাই থাকে এটা তার বিশ্বাসের কথা বলসে আর সেটার গুনাহ আল্লাহর কাছে সেটা আল্লাহ সুবহানতায়ালা দেখবেন তোমরা তাকে এইভাবে অপদস্ত করবে ইসলাম কি তাই বলে আরে একজন নাস্তিকের সাথেও মোহাম্মদ সঃ এমন ব্যাবহার করতেন যে তার ব্যাবহার দেখে তার মনেও বিশ্বাস জাগে এই তোমাদের আস্তিকতার প্রমান তোমাদের এই ব্যাবহার দেখে আস্তিকও নাস্তিক হয়ে যাবে ভয় দেখিয়ে ঘৃনা করে কাউকে আস্তিক বানানো যায় না ছিঃ এই ব্যাবহার কি ইসলামিক ব্যাবহার এতো ঘৃনা মোহাম্মদ স তো অনেক সুন্দর করে কাফেরদের সাথে কথা বলতেন,0,Non-Sarcastic,banglasarc3
গতকালকে আমি কয়েক জায়গাতে কমেন্ট করেছিলাম এসব পাবলিকের আই ওয়াশ ছাড়া আর কিছুই না,0,Non-Sarcastic,banglasarc3
আচ্ছা নিজে এত টাকা কই পেল আর এরসাথে যাওয়া আসার ভাড়া কই পেল কোচিং করতে গেলে না হলেও ২ঘন্টা বাইরে থাকতেই হবে বাসায় আসার পর বাবা মা কেউ এই ৪ ৫ মাসে একবারও জিজ্ঞেস করে নাই যে ছেলে কোথায় যায় আর আপনার কথা যদি সত্যি ধরি তাহলে সে বাবা মাকে মিথ্যা কথা কেন বলল সে যদি জানতোই যে সে ৯০ মার্ক পাবে তাইলে সেটা কোথাও পরিক্ষা না দিয়ে কেমনে বুঝলো এবং কোচিং করলোই বা কেন আবার তার বাবা বলছে ছেলে কোথাও পড়ে নাই তাহলে পড়াই ভালো দেখেই বাইরে কোথায় পড়তে দেয় নাই যে বাসায় পড়লেই হবে তাহলে ছেলে গোপনে কোচিং করলো কেন,0,Non-Sarcastic,banglasarc3
আবু সাঈদ কত তারিখে শহীদ হলো তা নিয়ে প্রশ্ন দিতে ভূল করেনি মেডিকেল কিন্তু সে কেন শহীদ হয়েছিলো তা ভূলে গিয়েছে,0,Non-Sarcastic,banglasarc3
ছবি লাগলে নক দিয়েন দাদা নতুন ছবি পাইছি আয়নাঘর টাও আপনার মতো নতুন নতুন,0,Non-Sarcastic,banglasarc3
আমি ৩২ নং থাকতে পারি নাই কিন্তু শাওন আপা কট খাওয়া দেখেছি,2,Sarcastic,banglasarc3
আশাকরি যারা মোটিভেশন দিচ্ছেন কিংবা নিচ্ছেন তারা এটাও একটু খেয়াল করবেন,2,Sarcastic,banglasarc3
ভাইয়া এগিয়ে চলো,0,Non-Sarcastic,banglasarc3
আমার সেম অবস্থা যতই রাগী হয়না কেন আমার গার্লফ্রেইন্ড মেসেজ দিলে ভয়ে বিভ্রান্ত হয়ে যাই কী রিপ্লায় দিবো,2,Sarcastic,banglasarc3
বৃক্ষপ্রেমী,0,Non-Sarcastic,banglasarc3
ছোটবেলায় স্কুলের বার্ষিক ক্রীড়া প্রতিযোগিতায় ঠিক এইভাবেই আমি সান্তনা পুরস্কার পেতাম,1,Neutral,banglasarc3
অন্য কেউ যা করতে ১০০ বছর লাগবে ডঃ ইউনুস ২ বছরে করে দেখাবে ইনশাআল্লাহ কারণ সারা বিশ্বে এরকম মাইন্ডের লোক হাতে গোনা কয় জন আর ভাগ্যক্রমে আমরা পেয়েছি এই সময় একজন,1,Neutral,banglasarc3
মায়ের জীবনে সন্তানের ভালোবাসাই সবচেয়ে বড় শক্তি,0,Non-Sarcastic,banglasarc3
আর আমি মায়ের টাকায় চলি,0,Non-Sarcastic,banglasarc3
এমনকি যাঁরা এর সমালোচনা করেছিলেন নিতে পারেননি ছাত্রদের পাল্টা স্লোগান তাঁদেরও তারা বিপুলভাবে প্রত্যাখ্যান করতে থাকে,1,Neutral,banglasarc3
যুদ্ধের পর এমেকো কারাগারে হাসপাতালে সরকারি অফিসে ১০০৬ চেয়ার বিক্রি শুরু করে,1,Neutral,banglasarc3
তোমরা আমাকে দিনের আলোতে যেমন দেখ আর রাতের অন্ধকারে যেমন দেখ তার সবকিছু মানুষের কাছে খুলে খুলে বল হযরত মুহাম্মদ সাঃ,1,Neutral,banglasarc3
আমারা কতটা নিচ পোষ্টের কমান্ট গুলো পড়লেই বোঝা যায় আল্লাহ আমাদের বোঝার তৌফিক দিক,0,Non-Sarcastic,banglasarc3
এদের কি পরিবারে কেউ নাই নাকি সবাই এইরকম,0,Non-Sarcastic,banglasarc3
কিস করার সিন টা দেখতাছি না কেন,2,Sarcastic,banglasarc3
ইন্টেলেকচুয়াল আড্ডার চেয়ে আন্তরিক গল্প বেশি ভালো,0,Non-Sarcastic,banglasarc3
যেভাবে কমেন্ট পড়ছি এইভাবে স্কুল কলেজে পড়লে আজকে ইঞ্জিনিয়ার হইতাম,2,Sarcastic,banglasarc3
খুব ভাগ্য নিয়ে জন্মাতে হয় শখের মানুষের সাথে সারা জীবন বাঁচার জন্য,1,Neutral,banglasarc3
একটা ইটও আমরা অবশিষ্ট রাখবো না আমাদের ভাই বোনদের পবিত্র রক্তের শপথ,0,Non-Sarcastic,banglasarc3
এটা অস্বীকারের উপায় নেই যে নেটপ্রযুক্তির এই যুগে বিচিত্র সব শব্দ ও মিমের মধ্য দিয়ে যে যোগাযোগের এক ভিন্নমাত্রা আবিষ্কৃত হয়েছে,1,Neutral,banglasarc3
উষসী বাড়িতে ঢুকতেই তাঁর একজন অভিভাবক বেরিয়ে আসেন,1,Neutral,banglasarc3
এতো গুলো নিরীহ মানুষের প্রাণ নিলো এই হায়েনার বিচার চাই,0,Non-Sarcastic,banglasarc3
প্লটটা এত বেশি গাঢ় যে সিরিজ শেষ হওয়ার পরও ভাবনা চলে যায়,1,Neutral,banglasarc3
যতো ভালো তুমি আর তোমার বেইমান জামায়াত আর বিএনপি খারাপ নির্বাচন ছাড়া কি বালের সংস্কার করবেন তা তো গত ছয় মাসে দেখছি,0,Non-Sarcastic,banglasarc3
এই ঘটনা যদি সত্যি হয় তাহলে ভবিষ্যৎ প্রজন্মদের জন্য খুবই খারাপ অবস্থা হতে চলেছে কারণ যদি নিজেকে নিজে মোডিফাই করতে পারে তাহলে পৃথিবীতে মানুষের জন্য ভয়াবহ বিপর্যয় হতে পারে,0,Non-Sarcastic,banglasarc3
আল্লাহ আমার এমন একটা ধৈর্য আলা গার্লফ্রেন্ড দাও,2,Sarcastic,banglasarc3
কমেন্ট করে সেলেব্রিটি হয়ে গেলাম,2,Sarcastic,banglasarc3
আমি রোবোট এর একটা বই পরেছিলাম যদিও তা কাল্পনিক অস্তিত্ব নেই তবে বই এ এমন কিছু ই লিখা ছিলো তারা তাদের একটি দুনিয়ায় তৈরী করেছিলো তা আবার ধংস ও হয়ে গেছে ১ বছর এর মাথায়,0,Non-Sarcastic,banglasarc3
দাদা তোমার যে ইতোমধ্যে হোগা মারা সারা হয়ে গেছে সেটা বুঝতে পারছো না,0,Non-Sarcastic,banglasarc3
সেই দেশে থাকার চেয়ে না থাকা অনেক ভালো,0,Non-Sarcastic,banglasarc3
কিন্তু সাব্বির কখনো আমেরিকার হয়ে খেলতে যাবে না কারন আমেরিকায় এখন টিকটক ব্যান করেছে,2,Sarcastic,banglasarc3
দেশের নাম পরিবর্তন করে মামা রাখা হোক,2,Sarcastic,banglasarc3
একটি দেশের ভালো কাজে আপনার কি অবদান উল্লেখ করেন,0,Non-Sarcastic,banglasarc3
ভাই সেটা কোন এংগেল থেকে বললেন যেই জায়গায় আছেন সেটা অনেকের কাছে একটা স্বপ্ন যে যতই মরিচীকা বলুক বা যাই বলুক এটাই বাস্তব আমি আপনারই ফ্যান ভাই আমার ও ইচ্ছে করে আপনার মত হওয়ার,0,Non-Sarcastic,banglasarc3
পিনাকীর মাথায় যদি একব্র টুপি উঠে তাহলে তার মুরিদয়ানা বেড়ে যাবে খাটি পীর হবে হযরত পিনাকী,2,Sarcastic,banglasarc3
কি আর বলবি তুই তাইতো ওখানেই থাকতে চাস দেশের ভাব মুর্তি নষ্ট করে এখন ক্যানক্যানানি করে কি লাভ,0,Non-Sarcastic,banglasarc3
কি রে ভাই নীলসাগর তো কাছেই ছিলো ওখানে যেতে পারতেন,2,Sarcastic,banglasarc3
কেস খাওয়ানোর জন্যই একটা কথাই যথেষ্ট,2,Sarcastic,banglasarc3
নাফিসের জীবনের ঘুর্ণীচক্রে সে কিছুতেই সঠিক পথ খুঁজে পাচ্ছে না,0,Non-Sarcastic,banglasarc3
বাংলাদেশের লজ্জা শরমের ভ্যাকসিন টা কবে বের হবে ভাই,2,Sarcastic,banglasarc3
শিক্ষার ক্ষেত্রে সরকারের ব্যয় বৃদ্ধি করতে জোর দাবি,0,Non-Sarcastic,banglasarc3
মিটিং এবং যোগাযোগ প্রক্রিয়ার যথাযথ প্রমাণ রাখা গুরুত্বপূর্ণ,1,Neutral,banglasarc3
লম্বা লম্বা কার্লী চুলের বিশালদেহি লোকটা বড়ই হাসিখুশি ও হাত নেড়ে ওয়েলকাম জানিয়েছিলো আমাদেরকে,1,Neutral,banglasarc3
গরিব হওয়াটা কোন দোষের নয় স্বার্থপর বেইমান না হলেই হল,0,Non-Sarcastic,banglasarc3
এর মধ্যে বহুবার মামার বাড়ি গেছি,1,Neutral,banglasarc3
পড়ালেখা শেষ করতে করতে নিচের চুল ও পরে যাবে,2,Sarcastic,banglasarc3
নেতানিয়াহু একটা শুয়ারের চ্ছা গাজার মানুষের জীবনকে তছনছ করে দিচ্ছে এই রক্তপিপাসু ট্রাম্পও একই যে দুনিয়াজুড়ে ধ্বংসযজ্ঞের কারিগর এদের মতো শুয়ার যতদিন থাকবে ততদিন নিরীহ মানুষের রক্ত ঝরবে,0,Non-Sarcastic,banglasarc3
অবশ্যই আমার সাথে যোগাযোগ করতে পারেন বিস্তারিত সমস্যার সমাধান করে দিবো,1,Neutral,banglasarc3
কল্পনার জন্য সবাই মিলে যা করলেন তা প্রশংসনীয়,1,Neutral,banglasarc3
যাইহোক কোম্পানি চালু রাখা উচিত আর আগামী ১০০ বছরে বেক্সিমকো এর মতো কোম্পানি দাঁড় করাতে পারবে কিনা সন্দেহ আছে,1,Neutral,banglasarc3
আমি চির বেইমান আমি মূল্যবানের মূল্য দিতে পারিনি আমি চির অকৃতজ্ঞ আমি সম্মানীকে সম্মান দিতে পারিনি,0,Non-Sarcastic,banglasarc3
এগুলো ইতিহাসের পাতায় আছে ইতিহাসের পাতা এত তাড়াতাড়ি মুছে যায় না,0,Non-Sarcastic,banglasarc3
আপনাদের চোরগুলি বেধে রাখুন দেখবেন এমনিতেই সব কিছুতেই সাস্রয় হবে,2,Sarcastic,banglasarc3
বরিশালের ফ্যান হিসেবে আমিও তো একটা আই ফোন ডিজার্ভ করি,2,Sarcastic,banglasarc3
যদি আর দেশে অস্থিতিশীল পরিস্থিতি তৈরি প্রবাসীদের অধিকার ভুলিয়ে দিতে চান তাহলে মনে রাখুন এমন ভয়াবহতা দেখবেন যা আপনাদের চিন্তাও বাহিরে,0,Non-Sarcastic,banglasarc3
মনে হয় আসিফ নজরুল জানে না জানলে তার মালকে কেউ গ্রেফতার করতে পারে সরি সরি শাশুড়িকে কেউ গ্রেফতার করতে পারে,2,Sarcastic,banglasarc3
যারাই অতিরিক্ত ভন্ডামি করে অতিরিক্ত ধর্মপ্রাণ প্রমাণ করতে চায় যারাই এক্সট্রিমিজম প্রচার এবং প্রসার করে তারাই আমাদের আন্তর্জাতিক শত্রুদের এজেন্ট এবং দোসর,0,Non-Sarcastic,banglasarc3
যার বউ নাই তার কোলবালিশ আছে,2,Sarcastic,banglasarc3
আপনি সত্যি করে বলেন তো যাকে আইডিয়া দিলেন ও কি আসলেই আপনার বন্ধু হয়,1,Neutral,banglasarc3
মূল কথা হলো যার মানসিকতা যেমন সে তেমন ই সাপোর্ট করবে৷,1,Neutral,banglasarc3
কাকু কই আইওক্কা আয়না ঘরের মেহমান বানানো হবে,2,Sarcastic,banglasarc3
তাক তাকে আর মেনশন দিলাম না,2,Sarcastic,banglasarc3
আফগানিস্তান মূদ্রার মান কী ভাবে ডলার কে ছারীয় গেল সে নীয় একটা ভিডিও বানান,1,Neutral,banglasarc3
ধর্মকে যুদ্ধের একমাত্র কারণ হিসেবে দোষারোপ করা বা বিজ্ঞানের কারণে ধর্ম অপ্রয়োজনীয় বলে দাবি করা একটি ভুল ধারণা প্রকৃতপক্ষে ধর্ম বিজ্ঞান এবং শিক্ষা একত্রে মানবসমাজের উন্নতির জন্য কাজ করে সঠিক ভারসাম্যের মাধ্যমে আমরা একটি নৈতিক জ্ঞানভিত্তিক এবং উন্নত সমাজ গড়ে তুলতে পারি,1,Neutral,banglasarc3
প্রতিদিন হাসপাতালের ওয়ার্ডে অনেক রোগী ভর্তি হয়,1,Neutral,banglasarc3
লাস্টের টুকু পড়ে মজা পাইছি আমার চাচিরা আমার আম্মুর সাথে সাথে দেখলে বলে ঐযে মুরগির ছাও আইছে,2,Sarcastic,banglasarc3
প্রজেক্ট নির্দেশনা বোঝা গেছে,1,Neutral,banglasarc3
ঐ রোবট মনে হয় ছাত্রলীগের হাতে পড়েছিল,2,Sarcastic,banglasarc3
ঠ্যাং ঢিলাও কয়সে শুনিয়া ভাবনু ওমপুরী মানুষ কোন্ঠে থেকি আসিল নামের পাকে চায়া দেখি ওমা ভাই বেরাদার হামার,2,Sarcastic,banglasarc3
জানি এখানে অনেকেই কমেন্ট পড়তে আসবেন আমি তাদের উদ্দেশ্যে শুধু একটা কথাই বলবো ভাই আমি একটা সাইকেল বিক্রি করবো কেউ কিনলে জানাইয়েন,2,Sarcastic,banglasarc3
মেডিটেশন বা মাইন্ডফুলনেস আপনার পরিস্থিতির জন্য কার্যকরী হতে পারে তবে এটি নিয়মিত অভ্যাসের মাধ্যমে আরও কার্যকর হবে,1,Neutral,banglasarc3
দেখতে খুবই বাজে লাগতেছে স্যার,0,Non-Sarcastic,banglasarc3
কত স্বপ্ন নিয়ে কত আয়োজনের মধ্য দিয়ে বউ ঘরে আসে অথচ,2,Sarcastic,banglasarc3
জীবনে কিছু পান আর না পান ভক্তদের ভালোবাসাটা পেয়েছেন সবার থেকে অনেক অনেক বেশি মনে রেখেন বস সাকিব আল হাসান আপনার ভক্ত ছিলাম আছি এবং থাকবো ইনশাআল্লাহ আপনি ফিরবেন বীরের বেশে দেশে,1,Neutral,banglasarc3
কিশোর কন্ঠের হাসির বাক্স শব্দ ছক গল্প সবগুলা ভালো লাগতো,0,Non-Sarcastic,banglasarc3
আপনাদের কথায় বেলা বিয়ে করে নিয়েছে এখন আফসোস করবে,0,Non-Sarcastic,banglasarc3
