text,label_binary,label_original,dataset_name
আপনার মত একজন মানুষের রাজনৈতিক পোস্ট দেওয়া বা কোনো নির্দিষ্ট দলের পক্ষে বিপক্ষে পোস্ট করা সঠিক সিদ্ধান্ত বলে আপনার একজন ফ্যান হিসেবে আমার দৃষ্টিকোন থেকে ভালো লাগলো না,0,Non-Sarcastic,banglasarc3
একটা জিনিসে খুব দুর্গন্ধ হয় এটা খাইলে,1,Sarcastic,banglasarc3
ভাবলাম তে মুজিবকে বাচিয়ে নিবে কিন্তু সেটার পরিবর্তন করেনি বলিউড এখনো পিছিয়ে,1,Sarcastic,banglasarc3
এবার আন্দোলন কোথায় সব আন্দোলন কি মেয়ে দের জন্য,0,Non-Sarcastic,banglasarc3
সেক্স কি আমেরিকান স্টাইলে করবে নাকি কোমড়ের নিচে বালিশ দেওয়া বাংলা স্টাইল,1,Sarcastic,banglasarc3
যুক্তরাষ্ট্রেও অনেক খালি জায়গা পরিত্যক্ত অবস্থায় আছে সেখানে গিয়ে তোর ডেমোক্রেট আর রিপাবলিকান আব্বাদের কাছে বল ইসরাইলকে সেখানে স্থানান্তর করতে,0,Non-Sarcastic,banglasarc3
কোটি কোটি টাকা ব্যাংকের লুট করেছে লীগ সরকার তখন ব্যাংক কার চুল ছিড়ছে অল্প দেনায় ছোট বাচ্চাদেরকে আসামী করে ফেলছে মানবিক বিচারে এই ছোট শিশুদের মাকে জেলে দেয়া যায়,0,Non-Sarcastic,banglasarc3
যার ভাষা সুন্দর নেই তারে দিয়া আর যায় হউক ভালো কিছু সম্ভব না,0,Non-Sarcastic,banglasarc3
আপনার মতো হয়তো অসংখ্য মানুষ আরও এমন আছে যাদের অনুভূতি ব্যথা যন্ত্রণা বোঝার মত কেউই নেই হয়তো এটা দুর্ভাগ্য ঠিকই তবুও তো মেনে নিতেই হয় আসলে বোধহয় দোষটা আমাদেরই কারন আমরাই নিজেদের চারপাশটাকে বা তাদের মুখোশ বা অভিনয়টাকে আমাদের সঠিক সময়ে বুঝতেই পারিনি অথবা বোঝার চেষ্টাও করিনি কোনওদিনই,0,Non-Sarcastic,banglasarc3
এক নোবেলে বার্মা শেষ আর এক নোবেলে বাংলাদেশ সুতরাং হটাও নোবেল বাঁচাও দেশ নইলে কিন্তু বাংলা শেষ,1,Sarcastic,banglasarc3
বৃক্ষপ্রেমী,0,Non-Sarcastic,banglasarc3
আলগা পিরিতি কিন্তু নিজের জেলার মানুষ কষ্ট করতেছে তার কোন খবর নেই,1,Sarcastic,banglasarc3
শারমিন তার জীবনে সফল কিন্তু নাফিসের জন্য সে কোনো সাহায্য করতে পারেনি,0,Non-Sarcastic,banglasarc3
মানুষ হইতে গেলে ঝামেলা অমানুষের কোনো দুঃখ নেয়,0,Non-Sarcastic,banglasarc3
হুম বাহিরের দেশের গার্জিয়ান রো তো মনে হয় অনেক সাধু আপনাকে এসে কানে কানে বলছে না,1,Sarcastic,banglasarc3
ভাইয়া আপনার কথা থেকে নিজের জন্য শিক্ষা পেলাম আলহামদুলিল্লাহ,0,Non-Sarcastic,banglasarc3
বিট রিশাদকে মিস করছেন৷ বর্তমানের অন্যতম সেরা ফিল্ডার রিশাদ রিশাদের হাইটের জন্য অনেক সুবিধা পায়,0,Non-Sarcastic,banglasarc3
নির্বিচারে গুলি করে মানুষ খুন করে মানবতাবিরোধী অপরাধ করেছন শেখ হাসিনা,0,Non-Sarcastic,banglasarc3
প্রেক্ষাপটসহ দিলে বুঝতে সুবিধা হয় দোষটা মূলত কার,0,Non-Sarcastic,banglasarc3
ভালো মুভির স্ক্রিপ্ট এর কি পরিমান অভাব সেটার প্রমান এই পোস্ট,1,Sarcastic,banglasarc3
হালাল ভালোবাসা কনফার্ম জান্নাতি,1,Sarcastic,banglasarc3
বর্তমানে এটাই বাস্তব পড়ালেখা করে জ্ঞান অর্জন না সার্টিফিকেট অর্জন করে দুর্নীতি করে টাকা ইনকাম করা,0,Non-Sarcastic,banglasarc3
ফেসবুকে তারাই বেশি বেশি পোস্ট করে যাদের বাবু সোনার নাই যেমন আপনি আর আমি,1,Sarcastic,banglasarc3
এটা খুন আর লাশ দেখে বুঝলাম এ ছাত্র হয় ঢাবির নাহলে বাহিরের কোথাও র৷ আর এই ঢাবি এরিয়ায় এসব হওয়া আর করা একমাত্র ক্যাম্পাসের পাওয়ারফুল দের দ্বারাই সম্ভব,0,Non-Sarcastic,banglasarc3
গুগল মিট বা জুম মিটিংয়ে হরতাল চলবে,1,Sarcastic,banglasarc3
সরকারের কাছে বিনিত অনুরোধ জানাচ্ছি রিয়াক্ট কমেন্ট করা মানুষ গুলোর বেতনের ব্যাবস্থা করা হোক,1,Sarcastic,banglasarc3
ধানমন্ডি ৩২ এতো সাজানো কেন আর আফা কোথায়,1,Sarcastic,banglasarc3
সাফার সাফা কথা,0,Non-Sarcastic,banglasarc3
সারাদিন ভারতকে বয়কট করে রাত্রিবেলা সেই ভারতে যাওয়ারই পায়তারা,0,Non-Sarcastic,banglasarc3
তুমি যেটা বলবা ওটাই বেস্ট,0,Non-Sarcastic,banglasarc3
এইগুলা এখনো ঠিক হয় নাইই ১২ বছর আগে যা দেখছি এখনো এইসব চলে,0,Non-Sarcastic,banglasarc3
পরকাল যারা বিলিভ করে না তাদের জন্য পাপ কাজ সহজ হয়ে যায় কিন্তু আমাদের দেশে পরকাল মানার করার পরো যে পাপ কাজ চলছে তাতে তো ভয় পাবার মত অবস্থা কোন দিন যে আল্লাহ পাক গজব দেন এ দেশে,0,Non-Sarcastic,banglasarc3
মানুষ মুখ ফিরে তাকায় সুন্দরী কে আর আমাদের নাদির ভাই তাকায় সুন্দর পাহাড়ের দিকে,0,Non-Sarcastic,banglasarc3
আমি আমার বন্ধুদের খুশি হতে দেখিনি কিন্তুু কট খেতে দেখেছি,1,Sarcastic,banglasarc3
পুরো একটা ভালো জেনারেশনকে নষ্ট করার জন্য এই ছেলেই যথেষ্ট,0,Non-Sarcastic,banglasarc3
সে মনে হয় মনে মনে মেয়ে তাই ছাত্রী হলে সিট দখল করতে গেছিলো,1,Sarcastic,banglasarc3
এটা তো জলপরা,1,Sarcastic,banglasarc3
কিরে তিতা না মিস্টি কোনডা একটু কইয়া যা আমার মত অভাগা গুলারে,1,Sarcastic,banglasarc3
এই জেনারেশনটা কখনোই বুঝবেনা আমাদের কাছে উদ্দীপকের গুরুত্ব কতটা অপরিসীম ছিলো,1,Sarcastic,banglasarc3
পুরোনো ক্লাসমেটদের সামনে নিজের সফলতা তুলে ধরার পরিকল্পনা,0,Non-Sarcastic,banglasarc3
এই ভাবে তাপরানের জন্য হলেও একজন তুমি চাই,1,Sarcastic,banglasarc3
এইরকম ধৈর্যশীল গার্লফ্রেন্ড পাওয়া ভাগ্যের ব্যাপার,1,Sarcastic,banglasarc3
রিইউনিওনে নিজের ডায়েট সচেতনতার কথা জানানো,0,Non-Sarcastic,banglasarc3
মাশাল্লাহ অসংখ্য ধন্যবাদ আপনাকে অনেক সুন্দর হয়েছে ভিডিও আরো ভালো করেন দোয়া করি এগিয়ে যান সফলতা অর্জন করেন,0,Non-Sarcastic,banglasarc3
স্ক্রীন শটের সময় তো তানজিদের রান ৫৪ তাহলে ১০০ করার সময়ের হলো কেমনে,0,Non-Sarcastic,banglasarc3
তুই এইটা হইলে আমি কোনটা,1,Sarcastic,banglasarc3
সরকারের এই উদ্যোগ গ্রামীণ জনগোষ্ঠীর কর্মসংস্থান বাড়াবে,0,Non-Sarcastic,banglasarc3
প্রযুক্তি গবেষণায় বিনিয়োগ বাড়ানোর ফলে এশিয়ার দেশগুলো বৈশ্বিক বাজারে শক্তিশালী অবস্থান নিচ্ছে,0,Non-Sarcastic,banglasarc3
আমার দাবি আমাদের একালা রাজধানী করা হক,1,Sarcastic,banglasarc3
মাথা নষ্ট করা বিনোদন রে বা,1,Sarcastic,banglasarc3
ঢিলেঢালা পোশাক পড়তে ভালো লাগলে সেটাই পড়ুন,0,Non-Sarcastic,banglasarc3
আগেই ভাল ছিলাম,0,Non-Sarcastic,banglasarc3
আজকাল মেয়ে রা যে পরিমান স্কিন কেয়ার করে চেহারা এমনেই গ্লো চলে আসে,1,Sarcastic,banglasarc3
এডিট ভালো করেছে আল্লাহ সবাই কে একটা সুযোগ দিয়ে থাকে এতো বারাবাড়ি ঠিক সবার ই সুযোগ আসবে তখন পালানোর জায়গা পাবে না,0,Non-Sarcastic,banglasarc3
বরিশালের টিম ম্যানেজরা মিজানুর রহমান একজন ফ্রেন্ডলি মানুষ ম্যাচ জিতে সবার মতো মাঠে দৌড়,0,Non-Sarcastic,banglasarc3
হাইরে এই রকম একটা বলার মানুষ পাইতাম তাহলে অনেক ভাগ্য বান মনে করতাম নিজে কে,1,Sarcastic,banglasarc3
কি প্রেম করার আগে থেকে পরিচিত থাকে,1,Sarcastic,banglasarc3
এজন্য সুন্নতের খতনা তে অনুষ্ঠান করা ইসলামের নাজায়েজ কেও অনুষ্ঠান করে এগুলো করবেন না,0,Non-Sarcastic,banglasarc3
এমন ধর্যশীল মেয়ে পায়লে বিয়ে টা করে নিতাম,1,Sarcastic,banglasarc3
ন্ত্রাসী মাদকসেবী সাইকো এরা হলো আজন্ম পাপ ৷ এদের সাথে যাদের বিয়ে হয় তারা কখনই মুক্তি পায় না,0,Non-Sarcastic,banglasarc3
এবছর জাবি ইউনিটে ১ টি সীটের জন্য লড়াই করবেন প্রায় ৩০৮ জন নারী শিক্ষার্থী অর্থাৎ ৩০৮ জনের মধ্যে মাত্র ১ জন নারী শিক্ষার্থী জাবিতে ভর্তি হওয়ার সুযোগ পাবেন এই আনলাকী ১ জন জাবিতে চান্স পাওয়ায় তার বিয়ে হবে না,1,Sarcastic,banglasarc3
খেলোয়াড়দের নিয়ে তামাসা বন্ধ করেন ওরে দেশের জন্য অবদান রেখেছে এত অকৃতঙ হওয়া যাবেনা,0,Non-Sarcastic,banglasarc3
সমন্বয়কে নিয়ে মজা নেওয়ার দায়ে ডেইলি ক্রিকেট পেজ চিরতরে বন্ধ করে দেওয়া হোক,1,Sarcastic,banglasarc3
আপনাকে তো শিক্ষিতই ভাবতাম পিনাকীর বাইসেপ কতটুকু আইডিয়া আছে নতুন এডিট শিখতেছেন দেখে ভালো লাগলো,1,Sarcastic,banglasarc3
বাংলাদেশের কিছু মাথামোটা চরিত্রের মানুষ ভারতের যেই গংগার ভোদরটা আছে সারাক্ষণ বাংলাদেশের বিরুদ্ধে যুদ্ধ ঘোষণা দেয় স্টুডিওতে বসে বসে এর টক শোতে গিয়ে ভাড়ের সাথে ভাড়ামো তে লিপ্ত হয়ে দেশের মান ক্ষুন্ন করে আসে,0,Non-Sarcastic,banglasarc3
গণহত্যাকারী খুনীর ভাষণ শোনার টাইম ছাত্রসমাজের নাই,0,Non-Sarcastic,banglasarc3
যদি বাংলাদেশি রোগীরা কলকাতায় না আসলে কলকাতা পথে বসে তাহলে আমি একজন ভারতীয় হয়ে চাই কলকাতা পথেই বসে থাক আবর্জনা টেনে আনার থেকে পথে বসে থাকা অনেক ভালো,1,Sarcastic,banglasarc3
এই মনভাব নিয়ে আমাদের দেশের লেখা পড়া গুলো দংশ হয়ে জাবে,0,Non-Sarcastic,banglasarc3
তোমার কী বাবুসোনা নাই,1,Sarcastic,banglasarc3
আসলে এসব কলেজের ছাত্রছাত্রীরা বুঝতে পেরেছে যে এরা ঢাকা বিশ্ববিদ্যালয়ের সার্টিফিকেট পাওয়ার যোগ্য নয় কারণ ঢাকা বিশ্ববিদ্যালয়ের ছাত্রদের মানের ধারে কাছেও এরা নেই ফ্যাকাল্টিকে ফেকালেটি বলা আর পহেলাকে একলা বলাই এর বড় প্রমাণ কাজেই সরকারের কাছে দ্রুত তাদের এই ন্যায্য দাবি মেনে নেয়ার আহ্বান জানাচ্ছি,0,Non-Sarcastic,banglasarc3
চাচা বরিশাল এতো লাল কেন আর রংপুর কোথায়,1,Sarcastic,banglasarc3
যমুনার চেয়েও আপনি তাড়াতাড়ি নির্বাচনে দাঁড়ায় যান,1,Sarcastic,banglasarc3
কটি টাকার ভিউ আহা,0,Non-Sarcastic,banglasarc3
জানি মানুষ এর কষ্টে হাসা উচিত না কিন্তু এই পোস্ট দেখে নিজেকে সামলাতে না পারা আমি,0,Non-Sarcastic,banglasarc3
কার দুঃখ কার কাছে কই,1,Sarcastic,banglasarc3
সামান্য চারটা আলু খাওয়া তাও তার মধ্যে তিনটা মুখ থেকে কেড়ে নেওয়া হলো এটা কি কোনো সভ্য সমাজের পরিচায়ক হতে পারে একজন মানুষের খাওয়ার স্বাধীনতায় এতটা হস্তক্ষেপ কীভাবে যুক্তিযুক্ত,1,Sarcastic,banglasarc3
এইসব মিডিয়া গুলোই কাফের মুশরেকদের এজেন্ডা বাস্তবায়ন করতে চায় তাদেরকে আমাদের বয়কট করা উচিত,0,Non-Sarcastic,banglasarc3
আমি ও খালার কাছে নানির কাছে মায়ের বিরুদ্ধে অভিযোগ,1,Sarcastic,banglasarc3
একজন সংসদ সদস্য হিসেবে কিছু বলতে মন বাধা দেয় এই মহিলা কিন্তু বিএনপি ও না সে একজন বাজে মহিলা এই টুকু বল্লাম,1,Sarcastic,banglasarc3
এত্তো গ্যাপ দিয়েন না পর পর ছাড়েন,0,Non-Sarcastic,banglasarc3
বিজয় সফটওয়্যারের আন্তর্জাতিক স্বীকৃতি চাই,1,Sarcastic,banglasarc3
শেষ পর্যন্ত আমেরিকান নাগরিকরা পাগলা কেই বেছে নিল,1,Sarcastic,banglasarc3
যা তোমার কখনো ছিল না,0,Non-Sarcastic,banglasarc3
দেবদাস কাকা হাসু কোথায় ৩২ নাম্বার এইরকম ভাংচুর কেন,1,Sarcastic,banglasarc3
এই উগ্রবাদী লোকটা বাংলাদেশকে ধ্বংস করার পরিকল্পনা করেছে,0,Non-Sarcastic,banglasarc3
নাইস কাপল,0,Non-Sarcastic,banglasarc3
এখন পর্যন্ত কোনো চুল পালাইতে পারেনি চাপা অনেক দেখাইছে ১০০ কোটি টাকার সুসংবাদ পাবলিক অনেক শুনেছে ফারাক্কার বিপরীতে চুল পালাইবে ইলিশ মাগনা খাওয়াইবে আরও কত কি,0,Non-Sarcastic,banglasarc3
হরতাল অবরোধ কর্মসূচি দিয়ে তারা আরো নিজেদের দেউলীয়াত্বের প্রমাণ করবে আমি একদম শিওর কোন নেতাকর্মি তো থাকবেই না বরং তারা মানুষের কাছে হাঁসির পাত্র হবে,0,Non-Sarcastic,banglasarc3
সেটা তো আমাদের গর্বের বিষয় যদি এটা সত্য হয় তাহলে আমি সেলুট জানাই ধন্যবাদ,0,Non-Sarcastic,banglasarc3
পোষ্টদাতা মনে হয় নতুন এডমিট হইছে,1,Sarcastic,banglasarc3
এখন র ্যাবদের বউদের দাবি সেম ডিজাইনের মধ্যে অন্য কালার মানে পিংক কালারের ড্রেস চাই,1,Sarcastic,banglasarc3
আলহামদুলিল্লাহ ঈদ মোবারক,0,Non-Sarcastic,banglasarc3
আশেপাশের মানুষেরা এমন এগিয়ে আসলেই হবে,0,Non-Sarcastic,banglasarc3
দূর বালের ১৪ই ফেব্রুয়ারি এবারও একা একা কাটাইতে হবে,1,Sarcastic,banglasarc3
প্রতিটি মানুষের জীবন মূল্যবান এমন কোনো ঘটনা কখনোই কাম্য নয়,0,Non-Sarcastic,banglasarc3
আমাদের টেলিগ্রাম গ্রুপে সব ভাইরাল ভিডিও গুলি পাবেন সবাই জয়েন হয়ে থাকুন,1,Sarcastic,banglasarc3
পৃথিবীর সৌভাগ্যবান একজন,0,Non-Sarcastic,banglasarc3
মামা রোগে আক্রান্ত,1,Sarcastic,banglasarc3
পোস্ট টা পড়ার সময় হঠাৎ খেয়াল করলাম বউ আমার পাশেই ফোনের দিকে তাকিয়ে আছে তাই আপনার প্রশ্নের উত্তর টা স্কিপ করে গেলাম,1,Sarcastic,banglasarc3
দোয়া করবেন যেনো সবাই একদিন গরীব অসহায় মানুষদের পাশে দাঁড়াতে পারি,0,Non-Sarcastic,banglasarc3
আর কি কোনো সংখ্যা ছিলনা বার বার শুধু কেনো কেনো,1,Sarcastic,banglasarc3
কিন্তু রিপোর্টারের ভয়েস টাহ ওয়াও প্রেমে পরে গেলাম ভয়েজ এর,0,Non-Sarcastic,banglasarc3
শীতে বিয়ে দেয়া বাংলাদেশের জনপ্রিয় ট্রেন্ড,1,Sarcastic,banglasarc3
কাস্টমস অফিসার মানে চুরির টাকা দিয়ে গাল্ড ফ্রেন্ড আর বউ এর লিপিস্টিক কিনা,1,Sarcastic,banglasarc3
সমন্বয়করা শেষবার বেঈমানী করেছিল ৫ ই আগষ্ট ৬ তারিখের কথা বলে ৫ তারিখে ডাক দিছিলো আজকেও ৯ টার কথা বলে ৮ টাই শুরু করে দিছে,1,Sarcastic,banglasarc3
বাংলাদেশের অধিকাংশ যুবক নাহিদদের পক্ষে যতদিন তারা দেশের পক্ষে,0,Non-Sarcastic,banglasarc3
অনেকে লজ্জায় বলতে পারছে না তবে বাইডেনের হাতেই ভারতীয়রা নিরাপদ ছিল বলিউড ডিরেক্টররা স্ক্রিপ্ট হাতে নিলে ট্রাম্প পালানোর জায়গা পাবে না,1,Sarcastic,banglasarc3
বাংলাদেশে বর্তমান যতগুলো রাজনৈতিক দল আছে তাদের মধ্যে আদর্শ এবং সততার দিক দিয়ে বিএনপি সবার ঊর্ধ্বে তাই আগামীর সুন্দর ও দুর্নীতি মুক্ত বাংলাদেশ গড়তে বিএনপি বিকল্প নেই,1,Sarcastic,banglasarc3
চাপ না নিয়ে চোখ বন্ধ করে একজনের গাড়িতে উঠে পড়েন ভাই জীবন তো একটাই টাকা লাগবে টাকা,1,Sarcastic,banglasarc3
ছোটবেলা মার কাছতেকে শুনতাম মায়েরা এরকম ভাবে খেলতো আজকে নিচ চোখে অন্য একটা মায়ের খেলা দেখতেছি খুবই সুন্দর দৃশ্যটা মনে থাকবে,0,Non-Sarcastic,banglasarc3
যা বেচবে সব টোলে খাবে,0,Non-Sarcastic,banglasarc3
যুদ্ধের সময়ে বাংলাদেশ থেকে অনেকে ভয়ে ইন্ডিয়া চলে গিয়েছিল যুদ্ধ শেষ হওয়ার পর তারা আবার ফিরে এসেছিল মূল কথা হচ্ছে তারা গিয়েছিল খালি পেটে ভারত থেকে এসেছে ভরা পেটে,0,Non-Sarcastic,banglasarc3
শয়তান ইজ ব্যাক,0,Non-Sarcastic,banglasarc3
ভাই সেই বেম্বু দিয়েছেন কুকুরের চানাটাকে,1,Sarcastic,banglasarc3
শুধু গরীব না এক্কেবারে গরীব,1,Sarcastic,banglasarc3
পাগলের সুখ মনে মনে,1,Sarcastic,banglasarc3
এই নাটকের সবটাই স্বপ্ন ছিল,1,Sarcastic,banglasarc3
এই দৌড়াইস ক্যান ধরতে দে,1,Sarcastic,banglasarc3
নতুন ইউজারদের জন্য অনেক অনেক শুভকামনা ভালোবাসা সবার সাফল্য কামনা করছি,1,Sarcastic,banglasarc3
ছাগলে গোলাপ খায় ও খেয়ে হিসু ও করে এইভাবে আমরা গোলাপ জল পাই,1,Sarcastic,banglasarc3
অনন্দবজর এর দৃষ্টি আকর্ষণ করছি,1,Sarcastic,banglasarc3
সাউন্ড নাই ঠিক আছে কিন্তু নাম আর কাজ দুইটাই আছে,1,Sarcastic,banglasarc3
আপনাদের বিরুদ্ধে অবস্থান নেয়া উচিত আপনারা মানুষের পারসোনাল লাইফ নিয়ে মজা করার কে,0,Non-Sarcastic,banglasarc3
তদের এমন অবস্থা হবে সারা পৃথিবী মানুষ দেখবে আর আসবে মনে রাকিস আল্লাহ চার দেন চেরে দেব না আমাদের জন্য আমাদের আল্লাহ আছে এ,0,Non-Sarcastic,banglasarc3
এইটা ও তো পুরোনো হয়ে গেছে কট খাওয়া দরকার এটা খাইলেই পুর্নতা,1,Sarcastic,banglasarc3
মুসলমান না হলে কোন সমস্যা নেই তোমার জন্য দোজখের আগুন ই যথেষ্ট তবে হ্যাঁ আল্লাহ তোমাকে হেদায়েত দান করুন,0,Non-Sarcastic,banglasarc3
এইটা যেন ফটো সেশসেন মধ্যে না থাকে সেটাই কাম্য কারন সকলে হাজার বছরের শ্রেষ্ঠ বাঙ্গালী বঙ্গবন্ধুকে বুকে ধারন করেছে ধন্যবাদ,0,Non-Sarcastic,banglasarc3
এইলা দুঃক্ষের কথা আর না কইস রে ভাই,1,Sarcastic,banglasarc3
কোন ধরণের চার্জ প্রযোজ্য নয়,1,Sarcastic,banglasarc3
সারা বাংলাদেশ প্রস্তুত আছে স্বৈরাচারী দমন করতে হবে পুরোপুরি ভাবে,0,Non-Sarcastic,banglasarc3
এডিট ভালো হয় নাই নেক্সট টাইম আপনার বিরিয়ানির মাংস খেয়ে দিবে কিন্তু,1,Sarcastic,banglasarc3
সম্বনয়কের বিরুদ্ধে এত বড় অপবাদ মেনে নেওয়া যায় না,1,Sarcastic,banglasarc3
জীবনেও কেউ প্রোপোজ করে নাই সেখানে রিজেক্ট করা বিলাসিতা,1,Sarcastic,banglasarc3
নির্যাতন থেকে বাচার উপাই পাইছি,1,Sarcastic,banglasarc3
বাস্বাতবতার করাঘাতে বাবারা বেঁচে থাকেন,1,Sarcastic,banglasarc3
কিয়ামত সংঘটিত হতে আর বেশি দেরি নাই,0,Non-Sarcastic,banglasarc3
প্রতিটি সন্তানের উচিত তার মাকে এইভাবে সম্মান জানানো,0,Non-Sarcastic,banglasarc3
অভিনন্দন কিন্তু প্রবাসীদের অযথা হয়রানি করবেন না প্রবাসীদের প্রতি একটু নমনীয় হবেন এক একটা প্রবাসীর দেশে যায় ৩ ৪ বছর পরে তিন চার বছর অনেক চাওয়া পাওয়া পরিবারের থাকে কিন্তু প্রবাসীরা পারেনা পাঁচটি শ্যাম্পু ১০ টি সাবান নিলেই চল্লিশ কি হয়ে যায় আমি জানি এর থেকে ভালো শ্যাম্পু সাবান বাংলাদেশে পাওয়া যায় কিন্তু কি করবে বিদেশ থেকে যায় বলে কথা,0,Non-Sarcastic,banglasarc3
বাংলাদেশের একজন সফল প্রাক্তন ব্যাবসায়ী,1,Sarcastic,banglasarc3
ঐ চেতনা বিক্রি করা বাংলাদেশে একটি লা নত আর চেতনা ব্যাবসা কইরেন না,0,Non-Sarcastic,banglasarc3
সেই টিভি দেখার লোভে ২ ১পেইজের কবিতা গল্প মূখস্ত করে ফেলতাম,0,Non-Sarcastic,banglasarc3
এখানে সব আবেগের কথা বলা হয়েছে বিবেক দিয়ে চিন্তা করেন পেটে ভাত না থাকলে মনে প্রেম আসবে না কথায় আছে না অভাব যখন দরজায় এসে দাড়ায় ভালোবাসা তখন জালানা দিয়ে পালায়,0,Non-Sarcastic,banglasarc3
সত্যি বলতে মোবাইল দিয়ে যা শিখছি তা সচরাচর আমাদের পাঠ্য বই এর থেকে হাজার গুণ বেশি শিখেছি তাহলে এত বছর স্কুল এ এত টাকা খরচ না করে ওই টাকা দিয়ে একটা ভালো মোবাইল ল্যাপটপ এবং পাঠ্য বই এর বাইরের বই কিনে পড়াশুনা করলে অনেক অনেক কাজে দিত এবং এত টাকা বেচে যেত যেটা দিয়ে ছোট খাটো একটা ও দার করানো যেতো,0,Non-Sarcastic,banglasarc3
মন একজন মানুষকে আমি জানি যার কাছে সিভি ফরওয়ার্ড করে এখন পর্যন্ত হতাশ হয়নি সিজিপিএ এর কারনে,1,Sarcastic,banglasarc3
বাংলাদেশের বর্তমান পরিস্থিতি পড়াশোনা লস প্রজেক্ট বছর পড়াশোনা করে আরো বছর লাগে ইনভেস্ট তুলতে,0,Non-Sarcastic,banglasarc3
আজোব এই দেশটার আইন বিভাগ সামান্য কিছু টাকার জন্য জেল খাটতে হয় আর হাজার কোটি নিয়ে পালিয়ে যায় তাদের বেলাই কিছুই না,0,Non-Sarcastic,banglasarc3
যারা আপনাকে আপনার মতো করে ভালোবাসে তাদের গুরুত্ব দিন,0,Non-Sarcastic,banglasarc3
গত ১৭ বছরে সরকারি চাকরিতে যা নিয়োগ হয়েছে সব বাতিল করে নতুন করে নিয়োগ দিতে হবে নয়তে ফেরেস্তা এসেও দেশ চালাতে পারবে না,0,Non-Sarcastic,banglasarc3
আফিদা একজন ভালো টেলেন্টেড খোলোয়ার তাকেই দলনেতা করা সঠিক সিদ্ধান্ত নিয়েছে বাফুফে,0,Non-Sarcastic,banglasarc3
দুর এখানে আর কিইবা বলবো এতো বড় পেজ চালায় এই সেন্সটুকুও নাই কোথায় কি পোস্ট করতে হবে,1,Sarcastic,banglasarc3
পরীক্ষার মতো এতোবড় মানবসৃষ্ট দুর্যোগ আর দ্বিতীয়টি নাই,1,Sarcastic,banglasarc3
আমি মনে করি আজকের ঘটনার সম্পূর্ণ দায় আওয়ামী লীগের তারা তাদের অতীত ভুল স্বীকার তো করেইনি বরং দেশে অস্থিরতা সৃষ্টি করতে বারবার ব্যর্থ চেষ্টা চালিয়ে যাচ্ছে এর ফলে বিপ্লবীদের ক্ষোভ আরও বেড়েছে যার স্পষ্ট প্রতিফলন আজকের ঘটনার মাধ্যমে প্রকাশ পেয়েছে,0,Non-Sarcastic,banglasarc3
লাং পালিয়েছে তাই মাগিবাজি কইরা খাই,0,Non-Sarcastic,banglasarc3
সে এক জন মিথ্যাবাদী এবং দেশ দ্রহী,0,Non-Sarcastic,banglasarc3
ভারতের সাংবাদিক শুনে রাখ বুলডোজারগুলো সব বর্ডার ক্রস করে ভারত থেকে এসেছে,1,Sarcastic,banglasarc3
মামলা তো আর খায় নাই গ্রেফতারি পরোয়ানা তো আর জারি হয় নাই,1,Sarcastic,banglasarc3
তোমার দেওয়া ডেডলাইন প্রায়ই মিস হওয়ায় পুরো টিমের প্রোডাকটিভিটিতে বাধা সৃষ্টি হচ্ছে আমি মনে করি তোমার কাজগুলোকে ভালোভাবে অগ্রাধিকার দিয়ে প্ল্যান করলে এই সমস্যা এড়ানো সম্ভব যদি প্রয়োজন হয় আমরা সবাই মিলে কাজের ব্যবস্থাপনায় সাহায্য করতে পারি,0,Non-Sarcastic,banglasarc3
পুরুষের তুলনায় নারী কর্মকর্তাদের দূর্নীতির রেকর্ড কম,0,Non-Sarcastic,banglasarc3
জীবনে এতটুকু বড়লোক হইতে চাই যাতে মাছ কাটার জন্য অনলাইন থেকে ছাই অর্ডার করতে পারি,1,Sarcastic,banglasarc3
দেশ ঘোড়বো নিজ জেলার বিমানবন্দর থেকে,0,Non-Sarcastic,banglasarc3
সংবাদ মাধ্যম অফিসে অভিযান মারাত্মক ক্ষতিকর হবে কারণ সেটা দুনিয়া জোড়ে নেগেটিভ প্রচারণা হবে,0,Non-Sarcastic,banglasarc3
তুই একটা ছাগল,0,Non-Sarcastic,banglasarc3
ভেজা বিলাই ভাজা মাছটাও উল্টায় খাইতে পারে না,1,Sarcastic,banglasarc3
হ তার মানে বুয়েট কুয়েট চুয়েট রুয়েট থেকে কেউ ইন্জিনিয়ার হয় না সব ডুয়েট এর ৭৩০ জন ইন্জিনিয়ার দেশ চালাচ্ছে যদিও দেশের ইন্জিনিয়ার কচুও করতে পারে না তাও বলতে হয় ন বলছেন ভাই সেই হইছে,0,Non-Sarcastic,banglasarc3
গজব পরছে দেশটায়,0,Non-Sarcastic,banglasarc3
অপরাধীরা কি ভাবে ছাড়া পায়,0,Non-Sarcastic,banglasarc3
অযথা বিলাসিতা করে লাভ কি,1,Sarcastic,banglasarc3
ভাই হাসলে কি গূনাহ হবে,1,Sarcastic,banglasarc3
এই ঘটনার জন্য গতকাল সুইজ দূতাবাস ঘেরাও করা হোক,1,Sarcastic,banglasarc3
